case_id,case_type,complexity_score,evidence_count,witness_count,lawyer_count,adjournment_history,judge_id,court_id,filing_date,priority_level,estimated_duration,adjourned_today
C1402,commercial,3,11,1,4,1,J14,CR9,2020,medium,40,no
C1403,criminal,2,17,0,2,1,J10,CR3,2019,high,30,no
C1404,criminal,4,34,3,1,2,J16,CR4,2022,high,76,yes
C1405,civil,4,32,3,1,0,J5,CR2,2018,low,63,no
C1406,civil,8,66,4,2,5,J17,CR9,2019,high,147,no
C1407,commercial,5,38,1,3,0,J2,CR6,2020,low,64,no
C1408,commercial,9,76,4,2,3,J5,CR10,2020,high,148,yes
C1409,civil,1,4,0,1,0,J6,CR10,2023,high,30,no
C1410,civil,1,1,0,1,0,J15,CR1,2021,medium,30,no
C1411,commercial,2,19,0,3,2,J8,CR8,2019,high,37,no
C1412,commercial,4,27,3,2,2,J15,CR4,2022,low,72,no
C1413,criminal,4,31,0,3,5,J16,CR4,2022,medium,77,no
C1414,commercial,10,79,5,4,4,J15,CR8,2021,high,168,no
C1415,criminal,4,36,0,1,1,J17,CR9,2018,low,56,no
C1416,civil,7,56,3,1,0,J7,CR10,2020,high,99,yes
C1417,criminal,4,32,3,2,3,J2,CR8,2021,low,81,no
C1418,commercial,9,68,4,4,4,J4,CR9,2022,medium,150,no
C1419,criminal,9,75,3,2,4,J3,CR3,2022,medium,148,yes
C1420,commercial,8,60,2,2,5,J5,CR7,2023,medium,134,yes
C1421,civil,6,47,4,1,5,J15,CR6,2022,medium,121,no
C1422,criminal,10,74,3,1,3,J2,CR7,2018,low,150,yes
C1423,civil,6,43,0,2,2,J13,CR2,2022,medium,81,no
C1424,civil,8,61,4,1,4,J11,CR2,2018,high,138,no
C1425,commercial,10,71,1,4,4,J11,CR3,2018,low,144,yes
C1426,criminal,5,40,1,1,0,J16,CR3,2020,high,65,no
C1427,criminal,7,55,3,1,3,J15,CR10,2022,low,116,yes
C1428,civil,6,50,4,2,1,J1,CR5,2018,low,99,yes
C1429,civil,10,89,5,2,3,J18,CR10,2021,low,167,yes
C1430,civil,3,22,1,2,0,J10,CR4,2020,medium,40,no
C1431,civil,6,46,3,1,3,J8,CR7,2022,medium,104,no
C1432,commercial,6,50,2,2,2,J15,CR2,2019,high,95,yes
C1433,criminal,3,19,0,2,1,J20,CR9,2020,high,39,yes
C1434,commercial,7,54,3,2,3,J19,CR4,2022,low,116,no
C1435,criminal,1,6,0,2,1,J14,CR1,2022,low,30,no
C1436,civil,1,5,0,1,0,J19,CR7,2023,low,30,no
C1437,commercial,4,33,1,4,2,J3,CR9,2020,medium,65,no
C1438,civil,8,63,3,2,3,J17,CR9,2022,low,128,yes
C1439,commercial,4,27,0,4,0,J18,CR1,2020,medium,45,no
C1440,criminal,2,7,0,2,0,J2,CR7,2020,low,30,no
C1441,criminal,6,50,2,3,1,J1,CR6,2021,low,89,no
C1442,criminal,2,21,2,2,0,J8,CR2,2021,low,36,no
C1443,commercial,4,27,2,4,2,J11,CR3,2023,medium,67,yes
C1444,commercial,9,72,3,2,1,J11,CR3,2021,high,129,no
C1445,commercial,10,82,6,3,4,J15,CR8,2023,high,175,yes
C1446,civil,1,16,0,2,0,J3,CR8,2018,medium,30,yes
C1447,civil,4,30,4,2,1,J2,CR4,2020,medium,73,no
C1448,criminal,1,17,1,2,0,J10,CR9,2018,high,30,no
C1449,commercial,4,33,0,3,0,J16,CR5,2020,medium,48,yes
C1450,commercial,3,26,0,3,0,J7,CR5,2019,high,37,no
C1451,civil,3,18,0,2,1,J11,CR5,2023,low,39,yes
C1452,criminal,6,52,4,2,4,J14,CR7,2018,high,118,no
C1453,criminal,6,44,2,1,5,J11,CR3,2023,high,110,no
C1454,criminal,2,14,3,1,1,J12,CR9,2023,medium,44,no
C1455,civil,4,36,0,1,2,J14,CR2,2021,medium,62,no
C1456,civil,6,50,5,1,3,J18,CR5,2022,medium,116,yes
C1457,civil,8,54,3,2,6,J11,CR5,2018,low,142,yes
C1458,commercial,6,48,1,2,4,J14,CR3,2020,high,101,no
C1459,criminal,4,26,4,1,1,J15,CR1,2021,high,71,no
C1460,criminal,8,55,4,1,6,J20,CR7,2018,high,147,yes
C1461,civil,7,53,3,2,4,J3,CR7,2018,medium,121,yes
C1462,commercial,7,52,1,2,5,J6,CR1,2020,low,117,yes
C1463,commercial,9,61,5,2,6,J15,CR1,2021,high,163,yes
C1464,civil,3,22,1,1,2,J12,CR6,2022,medium,52,no
C1465,commercial,4,27,1,2,1,J2,CR10,2022,medium,56,yes
C1466,criminal,6,44,4,2,1,J12,CR6,2021,medium,96,no
C1467,civil,2,9,4,2,1,J19,CR3,2023,low,46,no
C1468,criminal,6,53,6,3,4,J11,CR5,2020,medium,128,yes
C1469,civil,10,81,5,1,2,J1,CR3,2022,high,157,yes
C1470,criminal,2,15,3,1,0,J18,CR2,2019,medium,38,no
C1471,criminal,5,37,3,2,4,J15,CR4,2018,high,97,no
C1472,criminal,1,7,0,3,0,J16,CR4,2019,low,30,no
C1473,civil,9,73,5,2,6,J15,CR3,2018,medium,169,no
C1474,criminal,6,47,4,3,3,J3,CR6,2022,low,109,no
C1475,commercial,2,6,0,4,0,J3,CR9,2022,medium,30,no
C1476,criminal,9,70,5,1,5,J6,CR3,2021,medium,162,no
C1477,commercial,2,18,2,4,0,J8,CR2,2021,high,35,no
C1478,civil,10,74,3,2,6,J8,CR8,2023,low,168,yes
C1479,commercial,4,39,1,4,1,J19,CR6,2023,low,62,no
C1480,commercial,1,15,0,3,1,J5,CR10,2018,medium,30,no
C1481,civil,9,79,6,1,5,J10,CR7,2023,high,171,no
C1482,commercial,10,83,3,4,4,J16,CR9,2021,low,160,yes
C1483,criminal,10,77,5,3,5,J19,CR2,2022,medium,173,yes
C1484,criminal,4,32,3,2,1,J3,CR8,2022,medium,69,no
C1485,commercial,8,57,2,2,4,J12,CR3,2020,high,126,no
C1486,commercial,10,73,5,2,2,J19,CR3,2020,high,153,no
C1487,civil,2,17,0,2,2,J14,CR9,2023,medium,36,no
C1488,civil,3,24,2,1,4,J4,CR9,2022,medium,70,yes
C1489,civil,4,32,2,2,3,J6,CR6,2023,medium,76,no
C1490,civil,10,75,7,2,4,J12,CR9,2023,low,176,no
C1491,civil,5,32,3,2,3,J9,CR4,2023,medium,89,no
C1492,commercial,8,67,3,2,4,J9,CR3,2020,high,136,no
C1493,commercial,6,49,4,2,1,J18,CR2,2019,low,98,no
C1494,civil,3,15,2,1,3,J19,CR10,2020,low,59,yes
C1495,commercial,5,37,3,4,5,J20,CR10,2020,low,103,yes
C1496,commercial,3,28,1,3,0,J2,CR1,2022,medium,43,yes
C1497,commercial,2,15,0,4,4,J19,CR5,2020,high,47,no
C1498,commercial,7,63,5,2,5,J14,CR10,2021,high,142,no
C1499,criminal,2,18,2,3,0,J18,CR5,2020,low,35,no
C1500,criminal,5,40,1,1,0,J16,CR4,2020,medium,65,no
C1501,commercial,7,60,1,3,4,J13,CR5,2023,medium,115,yes
C1502,commercial,1,6,1,3,1,J2,CR3,2020,medium,30,no
C1503,criminal,8,70,2,2,10,J15,CR4,2022,low,169,yes
C1504,civil,5,42,4,2,6,J11,CR6,2020,low,117,no
C1505,criminal,8,71,4,3,5,J13,CR3,2023,medium,149,no
C1506,commercial,7,58,3,4,1,J18,CR2,2018,high,106,yes
C1507,criminal,4,36,3,3,0,J4,CR5,2018,medium,65,no
C1508,civil,5,39,1,1,0,J4,CR1,2018,high,64,no
C1509,criminal,3,17,3,3,2,J20,CR7,2021,low,59,yes
C1510,civil,4,31,0,2,1,J11,CR10,2020,low,53,no
C1511,civil,8,66,3,2,6,J6,CR8,2022,low,148,no
C1512,criminal,4,34,1,3,3,J16,CR5,2023,low,72,no
C1513,civil,6,55,1,2,5,J13,CR9,2020,low,110,yes
C1514,civil,7,55,2,1,6,J7,CR10,2022,medium,129,yes
C1515,civil,9,68,3,2,2,J10,CR8,2020,high,133,no
C1516,commercial,1,5,1,4,0,J16,CR5,2018,high,30,no
C1517,civil,10,74,4,2,2,J14,CR3,2018,medium,149,no
C1518,commercial,6,45,4,4,2,J12,CR7,2021,medium,102,yes
C1519,criminal,8,65,4,1,1,J2,CR10,2021,medium,122,no
C1520,criminal,6,49,0,1,1,J18,CR5,2023,high,78,yes
C1521,commercial,5,44,1,2,1,J15,CR9,2023,high,73,yes
C1522,commercial,6,54,5,4,0,J20,CR2,2023,low,100,yes
C1523,civil,10,81,3,1,4,J13,CR6,2020,high,159,no
C1524,criminal,5,42,1,1,2,J18,CR6,2021,low,78,no
C1525,civil,6,39,4,2,5,J20,CR9,2019,low,117,yes
C1526,civil,4,28,2,1,0,J2,CR1,2019,low,56,yes
C1527,criminal,7,57,2,2,2,J16,CR9,2020,medium,106,no
C1528,commercial,5,47,2,4,0,J17,CR3,2018,medium,73,no
C1529,commercial,2,13,2,2,0,J11,CR3,2020,low,32,no
C1530,commercial,5,40,1,4,4,J10,CR10,2019,medium,89,yes
C1531,commercial,5,41,0,3,5,J18,CR8,2018,medium,90,no
C1532,criminal,2,12,0,1,1,J16,CR1,2020,low,30,no
C1533,commercial,1,8,0,4,1,J4,CR7,2020,medium,30,no
C1534,commercial,1,9,0,2,1,J1,CR10,2023,low,30,no
C1535,commercial,6,48,5,4,3,J19,CR10,2020,low,115,yes
C1536,civil,1,1,0,2,0,J19,CR8,2018,medium,30,no
C1537,commercial,8,65,5,4,3,J20,CR7,2022,high,139,yes
C1538,commercial,4,35,1,3,5,J8,CR1,2018,medium,84,no
C1539,commercial,7,53,5,4,2,J4,CR4,2023,low,119,yes
C1540,criminal,1,9,0,2,0,J14,CR3,2023,medium,30,no
C1541,civil,2,17,0,1,2,J14,CR9,2020,low,36,no
C1542,criminal,3,19,4,2,0,J2,CR3,2021,high,53,no
C1543,commercial,7,60,2,3,2,J11,CR8,2018,medium,108,no
C1544,criminal,3,19,0,1,0,J6,CR8,2022,medium,33,no
C1545,criminal,6,50,3,2,3,J18,CR6,2021,medium,106,no
C1546,commercial,9,76,4,4,4,J9,CR10,2022,high,154,yes
C1547,civil,6,46,5,2,3,J9,CR9,2019,medium,114,yes
C1548,criminal,4,31,2,1,1,J10,CR4,2020,high,63,no
C1549,criminal,5,36,2,1,1,J11,CR8,2021,medium,74,no
C1550,commercial,7,57,1,4,0,J9,CR5,2021,high,89,yes
C1551,commercial,9,73,3,4,3,J18,CR7,2021,low,141,no
C1552,criminal,1,1,0,3,0,J12,CR3,2019,low,30,no
C1553,criminal,5,41,2,3,2,J3,CR6,2022,medium,82,no
C1554,commercial,1,2,0,2,0,J9,CR8,2022,high,30,no
C1555,commercial,8,69,4,4,4,J9,CR9,2022,medium,142,no
C1556,civil,5,37,2,1,1,J4,CR10,2022,low,74,no
C1557,civil,6,48,3,2,1,J8,CR1,2021,medium,93,no
C1558,commercial,7,51,3,4,5,J8,CR4,2021,medium,126,yes
C1559,criminal,10,86,5,1,5,J11,CR8,2022,low,178,yes
C1560,civil,2,14,0,1,5,J1,CR9,2022,low,53,no
C1561,civil,4,41,1,2,2,J14,CR8,2023,low,69,no
C1562,civil,10,72,5,2,6,J10,CR6,2021,high,177,yes
C1563,civil,10,77,3,2,3,J3,CR10,2019,low,151,yes
C1564,commercial,2,12,3,3,0,J2,CR3,2022,low,37,no
C1565,civil,8,65,3,2,6,J2,CR7,2022,high,147,no
C1566,civil,10,79,6,2,5,J10,CR1,2023,low,179,yes
C1567,commercial,3,22,2,4,3,J20,CR2,2021,low,63,no
C1568,criminal,3,30,0,2,0,J10,CR8,2023,medium,39,no
C1569,commercial,10,79,5,4,4,J17,CR8,2023,medium,168,no
C1570,civil,1,3,0,2,0,J17,CR8,2021,medium,30,no
C1571,civil,9,74,4,2,3,J11,CR3,2018,medium,147,no
C1572,commercial,10,79,3,4,4,J9,CR3,2019,low,158,yes
C1573,criminal,5,35,1,2,1,J10,CR10,2021,low,68,no
C1574,civil,2,6,2,1,0,J6,CR10,2019,medium,30,no
C1575,criminal,4,37,2,3,2,J14,CR9,2020,medium,72,no
C1576,criminal,8,62,5,2,1,J4,CR3,2022,low,126,no
C1577,criminal,4,30,1,1,0,J11,CR4,2021,low,52,yes
C1578,criminal,7,59,2,1,4,J8,CR8,2022,low,119,no
C1579,criminal,4,34,2,1,5,J10,CR10,2019,low,89,no
C1580,civil,5,36,3,2,0,J9,CR6,2019,medium,73,no
C1581,civil,2,22,3,1,0,J4,CR8,2020,medium,42,no
C1582,criminal,4,26,0,3,3,J17,CR5,2018,low,63,no
C1583,commercial,4,33,2,3,6,J10,CR6,2019,low,94,no
C1584,civil,2,15,0,1,2,J5,CR8,2018,medium,35,yes
C1585,commercial,3,29,0,3,0,J20,CR6,2021,medium,38,no
C1586,commercial,7,56,4,2,4,J16,CR9,2021,low,128,no
C1587,civil,1,20,0,1,0,J8,CR10,2021,medium,30,no
C1588,civil,7,58,2,2,3,J17,CR8,2019,medium,113,no
C1589,criminal,3,22,3,1,0,J3,CR10,2023,medium,50,yes
C1590,commercial,2,7,3,3,2,J17,CR4,2018,medium,46,no
C1591,civil,9,71,2,2,6,J6,CR6,2022,medium,153,no
C1592,criminal,4,28,2,2,2,J4,CR4,2021,low,68,no
C1593,criminal,10,73,3,2,8,J3,CR9,2020,medium,179,yes
C1594,civil,9,72,5,1,4,J15,CR3,2023,low,157,yes
C1595,criminal,2,15,1,2,0,J19,CR1,2021,low,30,no
C1596,commercial,6,43,4,3,0,J10,CR1,2022,medium,89,no
C1597,civil,2,20,0,1,2,J7,CR10,2020,low,38,yes
C1598,criminal,5,45,4,2,1,J12,CR2,2021,low,88,no
C1599,civil,7,55,0,2,4,J3,CR8,2021,high,107,yes
C1600,criminal,6,49,3,1,3,J6,CR3,2020,low,105,no
C1601,commercial,1,11,0,3,0,J14,CR6,2022,high,30,no
C1602,criminal,3,24,2,3,0,J15,CR7,2022,high,46,no
C1603,commercial,9,76,3,4,0,J18,CR3,2020,high,125,no
C1604,criminal,6,55,0,2,0,J4,CR3,2022,low,75,no
C1605,criminal,1,6,2,1,0,J17,CR3,2020,low,30,no
C1606,civil,3,20,2,2,3,J1,CR1,2021,medium,62,no
C1607,criminal,3,28,2,1,4,J18,CR7,2022,low,72,no
C1608,civil,6,47,0,1,2,J8,CR8,2021,medium,83,yes
C1609,criminal,10,82,4,3,3,J7,CR2,2022,medium,159,yes
C1610,commercial,4,37,2,4,4,J14,CR10,2023,low,84,no
C1611,civil,10,91,7,2,4,J8,CR4,2021,low,184,yes
C1612,commercial,10,74,5,4,7,J2,CR8,2022,high,184,yes
C1613,commercial,10,73,3,4,7,J2,CR4,2022,medium,173,yes
C1614,criminal,5,38,2,1,1,J15,CR4,2021,medium,75,no
C1615,civil,1,12,0,2,2,J5,CR9,2023,medium,30,no
C1616,civil,7,59,0,1,2,J19,CR6,2020,low,97,no
C1617,commercial,3,23,0,2,0,J11,CR4,2022,low,35,no
C1618,civil,8,71,6,2,2,J17,CR4,2018,high,141,yes
C1619,criminal,6,48,2,2,2,J2,CR9,2019,low,94,no
C1620,commercial,2,7,0,2,1,J6,CR7,2021,medium,30,no
C1621,civil,6,43,3,2,1,J12,CR7,2019,high,90,no
C1622,criminal,3,22,0,2,5,J14,CR7,2023,low,65,yes
C1623,criminal,3,25,1,1,0,J6,CR9,2018,medium,41,no
C1624,civil,10,81,0,2,4,J10,CR3,2021,high,144,no
C1625,civil,4,27,0,1,3,J18,CR7,2022,low,63,no
C1626,commercial,10,87,2,3,0,J17,CR3,2023,high,133,yes
C1627,criminal,9,67,5,3,7,J7,CR6,2018,high,172,yes
C1628,criminal,7,57,1,1,7,J12,CR2,2022,low,131,yes
C1629,civil,2,11,2,2,1,J2,CR5,2023,low,37,no
C1630,commercial,1,5,1,4,1,J20,CR1,2018,medium,30,no
C1631,civil,8,70,5,2,4,J19,CR9,2019,medium,148,yes
C1632,civil,9,71,4,2,5,J11,CR5,2018,low,157,no
C1633,civil,6,41,3,2,1,J7,CR4,2022,medium,89,no
C1634,civil,10,69,6,1,2,J16,CR4,2020,medium,156,no
C1635,commercial,3,22,1,2,0,J7,CR7,2022,medium,40,no
C1636,commercial,8,59,3,4,2,J11,CR5,2022,medium,120,yes
C1637,commercial,3,24,1,2,3,J12,CR5,2022,low,59,no
C1638,commercial,7,66,4,2,5,J16,CR8,2018,low,139,yes
C1639,commercial,9,63,2,2,4,J16,CR6,2020,medium,137,no
C1640,criminal,5,44,0,2,0,J11,CR7,2021,medium,62,yes
C1641,civil,9,74,3,1,4,J5,CR1,2021,low,148,yes
C1642,commercial,2,18,1,4,0,J19,CR7,2018,low,30,no
C1643,civil,2,13,1,1,3,J11,CR4,2022,medium,45,no
C1644,civil,2,23,2,1,1,J16,CR9,2021,medium,43,no
C1645,commercial,1,8,0,4,0,J11,CR5,2023,low,30,no
C1646,criminal,7,60,2,1,4,J16,CR8,2022,low,120,yes
C1647,criminal,5,42,1,3,3,J6,CR3,2023,medium,84,no
C1648,criminal,7,52,3,3,1,J6,CR9,2021,medium,103,no
C1649,civil,6,46,5,1,0,J17,CR1,2020,medium,96,no
C1650,civil,2,10,1,1,0,J2,CR1,2021,low,30,no
C1651,commercial,3,18,0,4,2,J8,CR2,2019,low,45,no
C1652,civil,6,53,1,1,4,J7,CR9,2022,medium,103,no
C1653,civil,7,60,4,2,2,J20,CR10,2018,medium,118,no
C1654,commercial,2,6,0,3,0,J16,CR1,2019,high,30,yes
C1655,commercial,7,52,2,4,3,J14,CR1,2019,medium,110,yes
C1656,commercial,4,34,0,3,0,J9,CR9,2018,high,49,no
C1657,civil,2,20,1,1,2,J17,CR7,2020,medium,43,no
C1658,civil,6,48,4,1,2,J4,CR2,2019,low,104,no
C1659,civil,6,45,1,1,3,J7,CR10,2020,low,93,no
C1660,criminal,10,83,6,2,3,J9,CR7,2018,medium,169,yes
C1661,criminal,4,24,4,1,4,J15,CR10,2019,high,88,yes
C1662,commercial,3,32,2,2,5,J8,CR5,2019,high,80,no
C1663,civil,4,35,2,2,1,J2,CR2,2023,low,65,no
C1664,criminal,5,30,0,1,0,J18,CR8,2021,low,55,yes
C1665,civil,8,69,1,1,1,J6,CR2,2018,low,109,no
C1666,criminal,4,27,1,2,1,J11,CR10,2021,low,56,no
C1667,civil,6,50,1,1,2,J17,CR1,2023,low,90,yes
C1668,commercial,5,37,0,4,4,J19,CR8,2018,low,82,yes
C1669,civil,9,72,6,2,3,J9,CR9,2018,medium,156,yes
C1670,civil,4,24,0,1,1,J6,CR6,2020,low,50,yes
C1671,civil,4,34,6,1,0,J19,CR3,2022,high,79,no
C1672,commercial,10,77,5,3,5,J13,CR2,2018,low,173,yes
C1673,commercial,8,65,2,3,2,J8,CR10,2019,low,118,no
C1674,criminal,6,47,2,1,0,J18,CR6,2020,high,81,no
C1675,commercial,4,35,3,4,0,J5,CR2,2018,high,64,no
C1676,criminal,8,58,5,3,1,J2,CR2,2020,high,124,yes
C1677,civil,6,53,3,1,4,J11,CR10,2019,medium,113,no
C1678,commercial,5,52,2,4,0,J13,CR6,2022,high,76,yes
C1679,criminal,1,1,0,2,0,J15,CR8,2019,low,30,no
C1680,commercial,2,21,3,4,2,J13,CR7,2022,low,53,yes
C1681,commercial,4,28,2,3,2,J13,CR2,2021,medium,68,no
C1682,criminal,2,15,0,3,7,J8,CR2,2023,low,65,yes
C1683,civil,6,59,0,1,0,J13,CR3,2023,medium,77,no
C1684,criminal,5,46,1,1,3,J12,CR2,2018,low,86,yes
C1685,criminal,10,85,6,1,6,J15,CR6,2018,medium,188,yes
C1686,civil,4,28,5,2,0,J5,CR2,2023,medium,71,yes
C1687,criminal,1,10,0,1,0,J18,CR9,2018,low,30,no
C1688,civil,4,31,1,1,4,J1,CR2,2018,medium,76,no
C1689,civil,6,52,2,2,2,J20,CR10,2019,low,96,no
C1690,criminal,1,14,0,1,2,J1,CR5,2022,medium,30,no
C1691,civil,2,21,0,1,4,J18,CR4,2019,high,50,no
C1692,civil,8,68,2,2,4,J13,CR3,2023,high,132,yes
C1693,criminal,10,77,5,3,3,J9,CR8,2023,high,161,yes
C1694,civil,6,44,1,1,2,J14,CR5,2018,low,87,no
C1695,criminal,3,17,0,3,0,J3,CR6,2021,high,32,no
C1696,civil,3,20,1,1,4,J16,CR10,2019,low,63,no
C1697,criminal,7,51,4,2,2,J4,CR3,2020,medium,113,yes
C1698,criminal,3,23,0,1,1,J11,CR10,2022,medium,41,no
C1699,criminal,10,81,7,2,5,J15,CR6,2020,low,185,yes
C1700,commercial,7,56,3,4,2,J20,CR3,2020,medium,111,yes
C1701,commercial,2,23,1,3,0,J7,CR8,2023,medium,32,no
C1702,criminal,4,28,2,2,1,J11,CR5,2022,low,62,no
C1703,commercial,7,52,3,4,4,J16,CR10,2021,low,121,no
C1704,criminal,9,72,7,2,7,J13,CR5,2019,medium,185,no
C1705,criminal,3,21,0,1,0,J12,CR2,2018,high,34,no
C1706,civil,3,26,2,1,1,J19,CR9,2023,medium,53,yes
C1707,commercial,6,45,1,3,2,J1,CR8,2023,high,87,no
C1708,civil,1,10,0,1,2,J15,CR5,2018,medium,30,no
C1709,civil,1,1,0,2,0,J14,CR8,2019,low,30,no
C1710,criminal,2,14,2,3,0,J8,CR5,2019,low,33,no
C1711,commercial,10,79,3,2,7,J14,CR7,2023,low,176,yes
C1712,commercial,8,61,2,2,5,J16,CR10,2018,low,134,yes
C1713,commercial,8,61,4,2,3,J14,CR9,2019,high,132,yes
C1714,criminal,8,59,5,2,4,J18,CR10,2022,high,142,no
C1715,civil,10,84,3,1,2,J4,CR4,2022,low,149,no
C1716,criminal,2,29,1,3,0,J6,CR10,2022,high,35,yes
C1717,commercial,10,71,4,3,6,J13,CR6,2023,high,171,no
C1718,criminal,2,13,1,1,1,J4,CR1,2018,medium,33,yes
C1719,civil,8,68,2,1,0,J17,CR9,2019,low,108,no
C1720,commercial,4,34,3,3,3,J19,CR4,2022,medium,82,no
C1721,criminal,1,11,0,2,0,J15,CR10,2022,medium,30,no
C1722,civil,6,42,3,1,2,J12,CR1,2023,low,96,no
C1723,criminal,10,78,4,3,4,J14,CR2,2021,medium,163,yes
C1724,commercial,10,79,5,3,9,J5,CR6,2023,medium,198,yes
C1725,criminal,10,83,0,2,5,J7,CR9,2019,high,151,yes
C1726,criminal,7,50,3,2,4,J4,CR8,2020,medium,120,no
C1727,criminal,8,60,1,1,5,J11,CR2,2023,low,129,yes
C1728,commercial,4,30,0,4,0,J4,CR1,2020,low,47,no
C1729,commercial,5,45,2,4,2,J4,CR3,2022,low,84,no
C1730,commercial,3,26,0,2,1,J8,CR9,2022,high,43,yes
C1731,civil,6,38,3,1,4,J11,CR9,2023,low,106,yes
C1732,criminal,10,80,6,2,7,J8,CR7,2018,low,192,yes
C1733,civil,3,24,0,2,1,J14,CR7,2022,medium,42,yes
C1734,commercial,5,41,2,2,0,J7,CR8,2022,medium,70,no
C1735,criminal,9,74,4,2,9,J1,CR4,2020,low,183,yes
C1736,commercial,4,34,1,2,2,J3,CR10,2023,medium,66,yes
C1737,commercial,6,35,0,4,4,J6,CR6,2021,high,89,yes
C1738,criminal,7,61,2,2,3,J4,CR5,2021,high,114,no
C1739,criminal,10,77,5,2,3,J17,CR6,2020,low,161,yes
C1740,commercial,8,58,3,2,3,J13,CR10,2020,medium,126,yes
C1741,criminal,9,64,6,2,4,J15,CR10,2020,low,158,yes
C1742,commercial,9,67,4,3,1,J10,CR10,2022,medium,131,no
C1743,commercial,7,46,5,3,3,J5,CR6,2018,low,122,yes
C1744,criminal,4,42,0,2,0,J4,CR3,2022,high,53,no
C1745,civil,5,46,2,1,1,J17,CR7,2019,high,79,no
C1746,civil,4,22,2,1,3,J19,CR7,2022,low,71,no
C1747,criminal,10,72,3,1,6,J18,CR3,2021,high,167,yes
C1748,criminal,5,33,2,2,0,J10,CR3,2019,medium,66,yes
C1749,criminal,10,73,3,3,5,J20,CR1,2021,high,161,no
C1750,civil,5,36,2,1,4,J16,CR3,2021,low,92,yes
C1751,criminal,8,62,5,3,5,J18,CR9,2022,medium,150,no
C1752,criminal,10,75,6,2,3,J16,CR7,2021,medium,165,no
C1753,criminal,4,28,1,3,5,J16,CR3,2021,medium,81,yes
C1754,civil,5,39,2,1,1,J8,CR5,2023,medium,75,yes
C1755,civil,4,30,2,2,2,J18,CR5,2018,low,69,yes
C1756,criminal,10,80,5,1,6,J19,CR8,2023,medium,181,yes
C1757,civil,3,24,0,2,4,J19,CR2,2023,low,60,yes
C1758,commercial,1,10,0,2,1,J12,CR9,2022,low,30,no
C1759,civil,6,52,1,2,0,J15,CR9,2019,low,79,yes
C1760,criminal,4,31,2,1,4,J4,CR4,2019,medium,81,yes
C1761,civil,9,71,6,2,2,J15,CR5,2022,medium,149,yes
C1762,civil,2,11,2,2,0,J15,CR2,2018,low,31,no
C1763,civil,10,75,5,2,7,J7,CR10,2019,medium,184,yes
C1764,commercial,6,51,0,4,2,J20,CR7,2020,medium,85,yes
C1765,civil,7,56,3,2,4,J7,CR4,2018,medium,123,no
C1766,commercial,4,31,2,3,0,J12,CR9,2022,medium,57,no
C1767,commercial,10,79,5,4,7,J6,CR6,2021,low,186,no
C1768,criminal,5,38,0,1,4,J10,CR10,2023,low,83,yes
C1769,commercial,4,39,1,3,0,J4,CR3,2022,low,56,no
C1770,criminal,10,78,4,2,8,J2,CR5,2021,medium,187,no
C1771,civil,5,38,2,1,1,J5,CR4,2023,low,75,yes
C1772,criminal,5,43,2,3,2,J8,CR7,2018,high,83,no
C1773,commercial,10,84,6,4,5,J9,CR7,2019,medium,182,yes
C1774,civil,8,68,4,1,4,J3,CR7,2023,high,142,yes
C1775,criminal,3,18,1,1,0,J12,CR8,2020,medium,38,no
C1776,criminal,6,57,2,2,4,J19,CR1,2018,low,110,no
C1777,commercial,2,6,1,3,1,J3,CR8,2019,high,30,no
C1778,commercial,4,41,2,4,2,J12,CR2,2018,high,74,no
C1779,criminal,8,54,3,1,6,J7,CR7,2018,low,142,no
C1780,criminal,8,64,6,1,2,J9,CR6,2023,medium,138,no
C1781,criminal,3,25,1,3,1,J18,CR10,2023,medium,47,yes
C1782,criminal,4,28,0,1,0,J11,CR1,2023,low,46,yes
C1783,commercial,6,45,3,4,2,J15,CR1,2021,high,97,yes
C1784,civil,7,54,4,2,6,J15,CR8,2021,low,139,yes
C1785,criminal,6,51,3,1,0,J7,CR3,2023,low,88,no
C1786,criminal,3,27,1,1,0,J6,CR5,2021,low,42,yes
C1787,criminal,7,52,3,1,2,J9,CR2,2018,low,109,yes
C1788,commercial,10,74,4,3,5,J6,CR1,2019,medium,167,yes
C1789,criminal,10,87,4,1,7,J8,CR7,2020,medium,185,yes
C1790,commercial,7,54,3,3,6,J4,CR1,2023,low,134,yes
C1791,civil,6,51,2,1,5,J5,CR10,2020,low,113,yes
C1792,commercial,10,72,4,2,2,J15,CR1,2018,low,148,yes
C1793,criminal,3,24,3,3,0,J4,CR7,2022,low,51,no
C1794,criminal,8,56,0,1,3,J3,CR4,2021,medium,110,yes
C1795,commercial,4,29,0,2,2,J4,CR2,2020,medium,58,no
C1796,criminal,2,15,0,3,0,J5,CR7,2020,high,30,no
C1797,civil,3,29,3,2,6,J5,CR2,2018,low,89,no
C1798,civil,6,39,3,1,3,J20,CR3,2023,high,100,yes
C1799,commercial,8,55,6,4,4,J7,CR3,2020,medium,145,no
C1800,commercial,2,13,1,2,0,J15,CR4,2022,high,30,yes
C1801,civil,7,58,3,2,2,J5,CR2,2023,medium,112,no
C1802,criminal,1,9,2,1,3,J12,CR7,2019,medium,40,no
C1803,civil,5,27,2,2,4,J8,CR5,2019,low,87,no
C1804,civil,2,14,0,2,0,J18,CR10,2020,high,30,no
C1805,commercial,5,50,3,2,1,J10,CR1,2020,low,86,no
